fbp_without,halluc_rate_20pct,halluc_rate_30pct,halluc_rate_50pct,n_pair,net_with,net_without,recovery_pct,truth_with
0.0017385217050711313,1.6666666666666667,0.0,0.0,60,0.3420471260945002,0.002820556859175364,98.51714189513172,0.3471955433487892
